State,Year,Skin_Disease_Name,Disease_Rate_per_100k_or_pct,Death_Rate_per_100k,Impact_Score_1_5,Treatable,Gender_M_Percent,Gender_F_Percent,Most_Affected_Age_Group,Hospitalization_Rate_per_100k,Avg_Cost_per_Patient_USD,Quality_of_Life_Impact_1_5,Source_URL,Notes
New York,2021,Rosacea,231.7,0,2,Yes,35,65,30-59,0,29943.13,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
New York,2021,Contact Dermatitis,146.37,0,2,Yes,50,50,20-50,0,22223.75,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
New York,2021,Fungal Skin Diseases,164.32,0,2,Yes,50,50,All ages,0,16742.1,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
New York,2022,Melanoma,149.57,3.22,5,Yes,55,45,60+,14.69,5561.48,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
New York,2022,Squamous Cell Carcinoma (SCC),49.38,2.42,4,Yes,60,40,60+,2.05,17919.73,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
New York,2022,Basal Cell Carcinoma (BCC),77.54,2.63,3,Yes,52,48,60+,0,19740.13,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
New York,2022,Psoriasis,10.36,0,3,Partially,45,55,40-59,0,16538.56,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
New York,2022,Acne,105.95,0,2,Yes,55,45,0-19,0,4976.2,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
New York,2022,Rosacea,121.17,0,2,Yes,35,65,30-59,0,22549.3,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
New York,2022,Contact Dermatitis,166.7,0,2,Yes,50,50,20-50,0,21281.45,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
New York,2022,Fungal Skin Diseases,190.68,0,2,Yes,50,50,All ages,0,2843.22,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
New York,2023,Melanoma,110.55,2.57,5,Yes,55,45,60+,15.37,7713.8,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
New York,2023,Squamous Cell Carcinoma (SCC),203.97,0.54,4,Yes,60,40,60+,15.27,16442.63,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
New York,2023,Basal Cell Carcinoma (BCC),245.3,1.74,3,Yes,52,48,60+,0,22377.23,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
New York,2023,Psoriasis,157.78,0,3,Partially,45,55,40-59,0,2054.7,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
New York,2023,Acne,121.94,0,2,Yes,55,45,0-19,0,5582.48,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
New York,2023,Rosacea,195.15,0,2,Yes,35,65,30-59,0,26776.78,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
New York,2023,Contact Dermatitis,106.79,0,2,Yes,50,50,20-50,0,8973.83,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
New York,2023,Fungal Skin Diseases,57.41,0,2,Yes,50,50,All ages,0,7796.77,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
Illinois,2018,Melanoma,228.59,0.03,5,Yes,55,45,60+,8.12,9297.8,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
Illinois,2018,Squamous Cell Carcinoma (SCC),114.18,1.98,4,Yes,60,40,60+,5.26,13718.96,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
Illinois,2018,Basal Cell Carcinoma (BCC),39.88,0.53,3,Yes,52,48,60+,0,12840,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
Illinois,2018,Psoriasis,170.51,0,3,Partially,45,55,40-59,0,21566.66,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
Illinois,2018,Acne,165.23,0,2,Yes,55,45,0-19,0,3697.18,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
Illinois,2018,Rosacea,232.26,0,2,Yes,35,65,30-59,0,6564.98,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
Illinois,2018,Contact Dermatitis,238.62,0,2,Yes,50,50,20-50,0,19569.06,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
Illinois,2018,Fungal Skin Diseases,30.31,0,2,Yes,50,50,All ages,0,907.5,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
Illinois,2019,Melanoma,63.95,3.38,5,Yes,55,45,60+,5.3,7864.39,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
Illinois,2019,Squamous Cell Carcinoma (SCC),229.28,3.06,4,Yes,60,40,60+,8.15,1548.45,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
Illinois,2019,Basal Cell Carcinoma (BCC),238.46,3.21,3,Yes,52,48,60+,0,12895.07,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
Illinois,2019,Psoriasis,97.59,0,3,Partially,45,55,40-59,0,29015.86,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
Illinois,2019,Acne,134.72,0,2,Yes,55,45,0-19,0,19880.15,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
Illinois,2019,Rosacea,154,0,2,Yes,35,65,30-59,0,28690.41,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
Illinois,2019,Contact Dermatitis,70.83,0,2,Yes,50,50,20-50,0,11797.29,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
Illinois,2019,Fungal Skin Diseases,144.69,0,2,Yes,50,50,All ages,0,26501.17,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
Illinois,2020,Melanoma,211.11,1.63,5,Yes,55,45,60+,2.11,10634.78,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
Illinois,2020,Squamous Cell Carcinoma (SCC),37.67,3.2,4,Yes,60,40,60+,12.94,24154.55,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
Illinois,2020,Basal Cell Carcinoma (BCC),169.34,2.92,3,Yes,52,48,60+,0,22590.21,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
Illinois,2020,Psoriasis,74.17,0,3,Partially,45,55,40-59,0,12309.77,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
Illinois,2020,Acne,90.09,0,2,Yes,55,45,0-19,0,25577.76,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
Illinois,2020,Rosacea,164.06,0,2,Yes,35,65,30-59,0,1298.77,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
Illinois,2020,Contact Dermatitis,215.2,0,2,Yes,50,50,20-50,0,11384.63,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
Illinois,2020,Fungal Skin Diseases,241.87,0,2,Yes,50,50,All ages,0,19050.68,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
Illinois,2021,Melanoma,116.01,2.53,5,Yes,55,45,60+,18.34,5983.62,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
Illinois,2021,Squamous Cell Carcinoma (SCC),103.88,2.19,4,Yes,60,40,60+,18.96,10375.68,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
Illinois,2021,Basal Cell Carcinoma (BCC),216.54,0.87,3,Yes,52,48,60+,0,5316.52,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
Illinois,2021,Psoriasis,151.11,0,3,Partially,45,55,40-59,0,24497.41,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
Illinois,2021,Acne,41.3,0,2,Yes,55,45,0-19,0,17121.68,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
Illinois,2021,Rosacea,82.95,0,2,Yes,35,65,30-59,0,757.42,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
Illinois,2021,Contact Dermatitis,134.2,0,2,Yes,50,50,20-50,0,5183.82,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
Illinois,2021,Fungal Skin Diseases,137.7,0,2,Yes,50,50,All ages,0,21307.98,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
Illinois,2022,Melanoma,16.66,2.33,5,Yes,55,45,60+,5.65,13868.25,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
Illinois,2022,Squamous Cell Carcinoma (SCC),33.91,1.99,4,Yes,60,40,60+,0.58,28339.87,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
Illinois,2022,Basal Cell Carcinoma (BCC),126.98,1.53,3,Yes,52,48,60+,0,20134.85,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
Illinois,2022,Psoriasis,53.13,0,3,Partially,45,55,40-59,0,12142.57,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
Illinois,2022,Acne,248.69,0,2,Yes,55,45,0-19,0,29053.85,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
Illinois,2022,Rosacea,211.06,0,2,Yes,35,65,30-59,0,1602.34,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
Illinois,2022,Contact Dermatitis,109.09,0,2,Yes,50,50,20-50,0,16642.9,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
Illinois,2022,Fungal Skin Diseases,106.44,0,2,Yes,50,50,All ages,0,27127.4,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
Illinois,2023,Melanoma,68.6,3.75,5,Yes,55,45,60+,2.88,14554.64,5,https://www.aad.org/media/stats-skin-cancer,"High mortality, treatable early"
Illinois,2023,Squamous Cell Carcinoma (SCC),212.2,0.78,4,Yes,60,40,60+,16.34,10150.18,4,https://www.aad.org/media/stats-skin-cancer,Common non-melanoma skin cancer
Illinois,2023,Basal Cell Carcinoma (BCC),194.36,1.72,3,Yes,52,48,60+,0,5973.19,3,https://www.aad.org/media/stats-skin-cancer,Most common skin cancer
Illinois,2023,Psoriasis,11.06,0,3,Partially,45,55,40-59,0,1585.92,3,https://www.aad.org/media/stats-skin-cancer,Chronic autoimmune skin condition
Illinois,2023,Acne,39.81,0,2,Yes,55,45,0-19,0,6265.76,2,https://www.aad.org/media/stats-skin-cancer,Most common skin condition in adolescents
Illinois,2023,Rosacea,220.71,0,2,Yes,35,65,30-59,0,18353.52,2,https://www.aad.org/media/stats-skin-cancer,Chronic facial redness and swelling
Illinois,2023,Contact Dermatitis,201.36,0,2,Yes,50,50,20-50,0,4009.39,2,https://www.aad.org/media/stats-skin-cancer,Common allergic skin reaction
Illinois,2023,Fungal Skin Diseases,231.46,0,2,Yes,50,50,All ages,0,26008.68,2,https://www.aad.org/media/stats-skin-cancer,Common fungal infections
